Name	Ratio	Tags
Helicopter Simulator 2014: Search and Rescue	35.63%	10111111001000000100000000
Dangerous	35.62%	10100111100000000000000000
Doodle God: Alchemy Jam	35.60%	10111110011010000001000000
Garbage Day	35.54%	10101110000000000010111001
Crazy Belts	35.54%	10010000000010000000000000
Professional Farmer 2017	35.52%	00000010000000000000000000
Edge of Space	35.50%	10100100110001000100110000
Spectre	35.48%	11100011000100000000100001
Mind Dead	35.48%	10100000000000000000000000
Merri Puzzle	35.48%	10011001000010000000000000
Monomino	35.48%	10010000000000000000000000
Professional Construction - The Simulation	35.48%	00000010000000000000000000
Hot Pool	35.48%	10010000010010000000000000
Jurassic Safari Hunt	35.48%	00100010001000000000000001
WAR_WAR_WAR: Smiles vs Ghosts	35.48%	11100100000000000000000000
Empire IDLE	35.48%	01011000010001100010000000
Neighbor Diana	35.48%	11001100000000010000001000
Escape : Lia	35.48%	11011101001010010010001000
Garshasp: Temple of the Dragon	35.42%	10100000000000100000000000
Aura Kingdom 2	35.41%	01100100100100101010100000
Urban Empire	35.40%	00001011100000000000000000
Precision Archery: Competitive	35.38%	10111010100000000000001101
Hentai Match Fantasy Stories	35.38%	11110111100010100000000010
Retro Miami	35.37%	10110100000000000000000000
Blade &amp; Bones	35.36%	10100100100000010000000000
Forest Guardian	35.36%	10011110010000100001000010
Robot vs Birds Zombies	35.33%	10110010000000000000000000
Spider Wars	35.33%	10110111000000000000010000
SYNAPTIC DRIVE	35.33%	00100000000000000000100000
YUME : Special Edition	35.29%	11011010000100010001000010
Raceland	35.27%	10011000000100000000000000
Medieval Playground	35.27%	00000010000000000000010000
Armored Freedom	35.27%	00000001000000000000000000
Bust a date	35.27%	10000100000000100000000000
Berries Challenge	35.27%	01111110000100000100001000
UFOBIA	35.27%	11101000001100000000101001
DYNASTY WARRIORS 9	35.26%	00101100100000000000100010
BoxMaker	35.25%	00101000000000000000000000
Zima uhodi!	35.25%	10010000000000000000000000
All Aspect Warfare	35.24%	00111010000000000000101001
Death and the Fly	35.24%	10101100011010001100000000
"Rock, the Tree Hugger"	35.24%	10110001000000000000000000
Best of Us	35.24%	10000100100000000000000000
Leveron Space	35.24%	00100101000000000000000000
Daemonsgate	35.24%	00101100110001100000000000
Flynn and Freckles	35.24%	11110100000000001000000000
Downtown	35.24%	11101010100000000000010000
Police Air Transporter	35.24%	11011010001000000100000100
Driftpunk Racer	35.24%	01001010001000000000000000
ICE AGENT	35.24%	11000010000000000000010000
Eugenics	35.24%	11000000000000000000000000
Easter!	35.24%	11000110000000000000000000
"Strange Passion - My Boss, My Mistress"	35.24%	11010111100010010000000010
Street Football	35.24%	01000001100100000001000000
Ero Tennis	35.24%	01110010000100000000000000
Water Drift	35.24%	01110111100100000000000000
"Oh, Dungeon Master"	35.24%	01100100100001100000000000
Forest	35.24%	01001110000000000000001000
Penguin Hunting	35.24%	11101100010000000000000100
Click Lovers	35.24%	01010001010010000001000010
Until Lights Out	35.24%	11101100001100010100001000
Police Car Simulator	35.24%	11101010100100000000000000
We Are Legion	35.23%	10000001000000000000000000
Bunker 58	35.23%	10100100000000000000000000
Egyptian Settlement Gold	35.22%	00010011000000000000000000
Retool	35.22%	10101001000110000000000000
Cliff Hanger	35.22%	10100000000000000000000000
VR the Anime Girls Method / ??????????????????????	35.22%	00000000000000000000000010
Chaos Edge	35.22%	00100100100000000000010000
Samhain World	35.22%	10110100100000000000010000
The Hunted	35.22%	01101011000100010100111001
Icesolation	35.22%	11000100000000000000000000
The 37th Week	35.22%	10010000000000000000000000
Clash of Magic VR	35.22%	00000001000000000000010000
Survivor of Eschewal	35.22%	10100100000000000000000000
The Silence Outside	35.22%	10100110101000000000010000
Air Dash	35.22%	10000011000000000000000000
OutBreak: The Escape	35.22%	10100000000000000000000000
Alien Food Frenzy	35.22%	10100000000000000000000000
My Beastly Lovers	35.22%	10010100100000000000010000
Shadow of Something	35.22%	00100010000000000000000000
Unknown Pain: Hardcore	35.22%	10100100000000000000000000
Kaleido Chaos	35.22%	11010000000000000000000000
Garage Master 2018	35.22%	11010110000000000000000000
Synthrun	35.22%	11111000000100000000000000
Soter	35.22%	11011011011001000000000000
Exodus	35.22%	11111101010100010000010000
The Masked Mage	35.22%	10000100000000000000000000
Rampage Online	35.22%	11110000000000000000000000
???????	35.22%	01000000000000000000000010
Borderlight	35.22%	11010011100000000000000000
Callisto	35.22%	11000100000000000000000000
Mission XAM	35.22%	11111000010001001100000001
In the beginning	35.22%	11000011000000000000010000
Robo Run	35.22%	11010100000000000000000000
Awesome Jazz Clicker	35.22%	11010000000000000000000000
Tiger Tank 59 ? Air Strike	35.22%	01000000000000000000000000
Island 1979	35.22%	11100000000000000000000000
Einn	35.22%	11100100000000000000010000
KANNA	35.22%	11110110100000000000010000
Art Of Air War	35.22%	11100010000000000000000000
History Warriors	35.22%	11100000000000000000000000
Forest spiders	35.22%	11100100000000000000000000
Contract Killers	35.22%	11101000001000000000010101
Gamedev simulator	35.22%	11001011000000000000000000
ROAD HOMEWARD: Open world	35.22%	01001100000000000000000000
CORVUS	35.22%	11110100000000000000000000
Street Racing 2020	35.22%	11101010000100000000000000
Tactical Warfare Simulator	35.22%	01100110000100000000100000
Scorched Islands	35.22%	11000000000000000000000000
SECTOR 40: The Soviet Legacy	35.22%	11001100000000000000000000
Snow Apocalypse	35.22%	11101110000000000000001001
TCVR	35.22%	11110100100010000000010000
Risky Floors	35.22%	11110101100000000000000000
First Floor	35.22%	11011000001100000000001000
Shark Attack	35.22%	11101101101100000000000100
Lost Patrol	35.22%	01000000110000000000001001
LemWars	35.22%	11001001010000000001000000
Forest Problems	35.22%	11011100010001000001000100
Fabulous place	35.22%	11001101010000100011000000
Moloko	35.22%	11011010010010100000000000
X air combat	35.22%	11101000000000000000000001
Caveman	35.22%	11011100010000001000000100
Enemy Engaged 2: Desert Operations	35.22%	00100010100100000000001001
Warspace	35.22%	11101100110101001010001101
Smoots Summer Games	35.22%	11111010000100000001100100
Magic defense	35.22%	01001001010000001000000000
The Crows Cry	35.22%	11111100001100000100001100
World Pirate Wars	35.22%	01101100000100000010000000
Sin-Cay	35.22%	01000100001100010100001001
Wizardess Lintiara	35.22%	01001010110001100001000010
Pirates vs monkeys	35.22%	11011000010010000001000100
Robo Go	35.22%	01010010010010000000000000
Anxiety Treatment with Relaxation Demo	35.22%	01001010000000001100000010
Find Match Icons	35.22%	01110000011011001001000100
BrickOut	35.22%	11011000010000000001000100
Anime Fantasy Jigsaw Puzzle 3D	35.22%	01010000000110101001000010
Alien Abduction Experience PC HD	35.22%	01011100100000000100000000
Hologram	35.22%	01101000001100100000000001
Candy Match 3	35.22%	11011000010010000000000000
Soulstrive	35.22%	01101000010000000000000001
Full of work	35.22%	11001110010000000000001000
Space Theory	35.22%	11111000010001000000000101
Courage	35.22%	11111100010001100000000000
Wings of The Universe	35.22%	11100000110000100000010000
Cowboys &amp; Zombies VR	35.22%	11101100000100000000011001
Idlenetics	35.22%	01011001001100101101000100
GunWorld	35.17%	10100000000001000000000000
CubeZ	35.17%	10110100000000000000110000
My zero trip	35.17%	10000010000000000000000000
Rest House	35.13%	10000100000010000000010000
God Vs Zombies	35.11%	10100011000000000000010000
Tiestru	35.08%	10100001000000000000000000
Hush	35.08%	10100100100000000000000000
Deformers	35.05%	00100000000000000000100000
Wilderness	35.04%	10001110000100000000101000
Space Company Simulator	35.02%	10001011000000000000010000
Trucker 2	35.00%	00000010000000000000000000
Catorize	35.00%	10110100000000000000000000
Ethereal Legends	35.00%	10100100100000000000000000
Roadworks Simulator	35.00%	00010010000000000000000000
RE:OZMA	35.00%	11101100111001000100010000
Castle Rencounter	35.00%	11010100000000000000000000
House of Evil 2	35.00%	01100100001110010100001001
Paradise Lost	35.00%	11111110101000010100011000
Cube Island	35.00%	11111110100000001100001000
O'Fox life	34.99%	10000000000000000000000000
King and Assassins	34.99%	00000001000000000000000000
Snowcat Simulator	34.98%	00000010000000000000000000
Spellrune: Realm of Portals	34.98%	11001001110000100000010000
TILE	34.97%	10010000000010000000000000
Curling World Cup	34.97%	10000010000000000000000000
War of Three Kingdoms	34.97%	11010001000000000000000000
Welcome to Paradise	34.97%	00110110100000110000101010
The Lost Wizard	34.86%	10110100100000100001000000
Warehouse Simulator	34.86%	01011011000100000000010000
Dragon: The Game	34.84%	10101110100000100000110000
Dark Shadows - Army of Evil	34.83%	10111100100001100010001010
Them - The Summoning	34.83%	00010100000010000000000000
Ampersand	34.80%	10001000000000000000000000
VR Chair Games	34.75%	10110000000000000000000000
Lightform	34.75%	10001100011010010101000000
Robot Chase	34.74%	11010100000000000000000000
Imagine Me	34.72%	10001100000000000000000000
Undead Shadows	34.70%	10110000000000000000000000
GAIN	34.63%	10100000000000000000001000
Castaway VR	34.63%	10000100000000000000000000
God Simulator	34.62%	11010010011100100001000000
Help Me Doctor	34.62%	10010111000000000000000000
Restaurant Tycoon	34.62%	10000010000000000000000000
Magic Tower 3D	34.62%	10010101100000000000000000
Simple Sailing	34.62%	10000010000000000000000000
????????	34.62%	01000000000000000000000000
Chroma Deluxe : Sexy Hentai Girls	34.62%	11010000000000000000000000
Slaveblade	34.62%	11100000000000000000010000
Happy Day	34.62%	01001110001100001101001000
Play a ball	34.62%	11011100010000000000010000
Death Realm	34.62%	01101100100000010000010000
Clarity of The Soul	34.62%	11101000001100000100001000
????????	34.62%	01000000010000000000000000
Edge of Twilight &ndash; Return To Glory	34.58%	10100100000000000000000000
Store Manager: Cellular Edition	34.58%	10000011000000000000000000
Vortex	34.58%	11111101111111001000000101
YEARN Tyrant's Conquest	34.58%	10000000000000000000000000
VR Boxing Workout	34.58%	00000010000000000000000000
Ghost Train VR	34.58%	10010000000000000000000000
DragonWingsVR	34.58%	10110010000000000000000000
Skills Hockey VR	34.58%	00000000000000000000010000
Lunch Truck Tycoon 2	34.58%	10000010000000000000000000
Community Garden	34.58%	10000010000000000000010000
Learn (Japanese) Kana The Fun Way!	34.58%	10010000000010000000000000
Proletarian Budget Survival	34.58%	00100000000000000000110000
Obscurity	34.58%	10010001000000000000000000
Beyond Minimalism	34.58%	11000100000000000000000000
Colonization of the Moon	34.58%	11111000011001000000000100
TRANSIT	34.58%	11100010000000000000000000
Kill The Censored 2	34.58%	11010000000000000000000000
Supercar Drift	34.58%	01100100000000000000000000
My hot beach vacation	34.58%	11111111100010100000000011
Beach anime day	34.58%	11100101100000000000000000
Top Billiards	34.58%	01010010010000000000000000
Minicraft Shooter	34.58%	11111110101000000000000001
MaJiang	34.58%	01011000010000000000000000
Baseball Adventure	34.58%	11101100010000000000000000
Protecting Santa	34.58%	11111100010000100000000101
vision\memory\maze	34.58%	11011000010010000100000000
Hero Ring	34.58%	11111000010001000000000100
DID YOU SCARED	34.58%	01100101100100000000011000
Truck Simulator in City	34.58%	01011010000000000100000000
Ballistick	34.56%	10100000000000000000000000
Dodge Dummy	34.54%	11010100000000000000000000
The Karters	34.51%	10100000000000000000110100
Kamikaze Cube 2	34.50%	11000100000000000000000000
Super Bomb Rush!	34.49%	10110101010000000000000000
The 8th Day	34.49%	11000000000000000000000000
Robot Fighting	34.49%	10100000000000000000000000
Hacker.exe	34.49%	11110111000000000000000000
Flower Challenge	34.49%	01110110001100001100000000
idle tentacles	34.49%	01011010010000000001000010
Prey: Typhon Hunter	34.47%	00100000000000000000101001
Son Korsan	34.45%	00100001000000000010000000
????? Fantasy of Caocao	34.44%	01000000000000000001000010
Zombow	34.43%	10010100000000000000000000
Arctic Adventure: Episodes	34.42%	00100100000000000010001001
So Many Cubes	34.42%	00110001000000000000010000
Axion	34.41%	10101000101000000000100000
Initia: Elemental Arena	34.37%	10100000000000000000110000
Arma Tactics	34.36%	10101001000000000000100001
Shadow Harvest: Phantom Ops	34.36%	00100000000000000000000000
SOLRAVEN	34.35%	10000010000000000010100000
Jurassic Survival	34.35%	10000110000000000000000000
The Doorbreaker	34.35%	10110100100000000000000000
Doom Rails	34.33%	10100000000000000000000000
Hope of humanity	34.33%	11001111010000000000010000
eFootball&trade; 2023	34.30%	00001010000000000010100010
ChefU	34.26%	00110010000000000000000000
Battlefield&trade; 2042	34.22%	00101100000000000000101001
Idle Dungeons	34.19%	11110101100000000010000000
Bitcoin VS Brain	34.18%	10010000000000000000000000
Luna: Shattered Hearts: Episode 1	34.15%	10110100100000100000000000
Phobia	34.15%	10100000000000000010000000
?????	34.15%	01000000000000000000000010
Gnome Light	34.14%	10111100000010110100000000
Robots Attack On Vapeland	34.14%	10110100000000000000000000
Nature Park	34.14%	01111100100000000000000000
Dead Survival	34.14%	01100010100100000000011001
Idle Trading Simulator	34.14%	01010010010010000000000000
Idle Cyber Dungeon	34.14%	11011001010000000000000000
Psi Cards	34.11%	10010000000000000000000000
Hunting Unlimited 2011	34.07%	00000010000000000000000000
Circle Up	34.07%	11110000000000000000000000
Event Horizon - Frontier	34.07%	11100000000000000000000000
Terminal Hacker - Into the Deep	34.07%	10000100000000000000010000
Quantum Flux	34.07%	10100000000000000000000000
Gun Range VR	34.07%	10110010000000000000000000
Crash Test Billy	34.07%	10110010000010000000010000
Helicopter Flight Simulator	34.07%	10101010000000000000000000
Magic Chess	34.07%	11000011000000000000000000
The Searcher Wild West Adventure	34.07%	11010110000000000000000000
Total 15	34.07%	11010000000000000000000000
2100	34.07%	11101100000100000000001000
Supermarket Simulator	34.07%	11011111000000000000011000
Evil Manor	34.07%	11100100000000000000010000
Paralax Vr Aim Trainer	34.07%	11111000000000000000011001
Planets Battle	34.07%	01000001000100000101000100
Violation	34.07%	11001100000110000100000000
Castle	34.07%	11111000000110010001000000
Road Madness	34.06%	00100000000000000000000000
MineFight	34.06%	10100000000000000010100000
Pilot Crusader	34.04%	10100000000000000000000000
Save the Halloween	34.04%	10010100000000000000000000
Dracula 2: The Last Sanctuary	34.03%	00010100000000000000000000
Employee Recycling Center	34.02%	10010100000000000000000000
The Lost Island	34.01%	00001100000000000100010000
Lonath Online	33.97%	10100100100000000000010000
RollingBall	33.97%	11011000000100000000010000
Dawn of China: Rise of Qin	33.97%	11001001011000000000000000
